parmseq,Outcome,idnum,parm,label,estimate,stderr,dof,t,p,min95,max95,uncp,corp,signif,myqvallargervolumes,selected,selected_final,mlog10p
1, zwfdc12 ,1449,zLE8_TOTALSCOREinv,,0.07,0.01491076,3891,4.9255095,8.80E-07,0.04,0.1,0.05,0.00003418,1,1.73E-06,1,0,6.055517328
1, zdecr1 ,419,zLE8_TOTALSCOREinv,,0.08,0.01647878,3870,4.9065994,9.60E-07,0.05,0.11,0.05,0.00003418,1,1.90E-06,1,0,6.017728767
1, zltbr ,857,zLE8_TOTALSCOREinv,,0.08,0.01628324,3855,4.8969068,1.00E-06,0.05,0.11,0.05,0.00003418,1,1.99E-06,1,0,6
1, zvsir ,1437,zLE8_TOTALSCOREinv,,0.08,0.0164789,3861,4.8956293,1.00E-06,0.05,0.11,0.05,0.00003418,1,2.00E-06,1,0,6
1, zprdx5 ,1095,zLE8_TOTALSCOREinv,,0.08,0.01635701,3917,4.8923154,1.00E-06,0.05,0.11,0.05,0.00003418,1,2.03E-06,1,0,6
1, zcetn2 ,282,zLE8_TOTALSCOREinv,,0.08,0.01669744,3782,4.8789704,1.10E-06,0.05,0.11,0.05,0.00003418,1,2.18E-06,1,0,5.958607315
1, zcamkk1 ,159,zLE8_TOTALSCOREinv,,0.08,0.01669974,3784,4.876542,1.10E-06,0.05,0.11,0.05,0.00003418,1,2.20E-06,1,0,5.958607315
1, zil32 ,734,zLE8_TOTALSCOREinv,,-0.08,0.01610963,3870,-4.8753546,1.10E-06,-0.11,-0.05,0.05,0.00003418,1,2.21E-06,1,0,5.958607315
1, zlpcat2 ,842,zLE8_TOTALSCOREinv,,0.08,0.01649421,3860,4.8726302,1.10E-06,0.05,0.11,0.05,0.00003418,1,2.23E-06,1,0,5.958607315
1, zfrzb ,562,zLE8_TOTALSCOREinv,,0.08,0.01627817,3846,4.855939,1.20E-06,0.05,0.11,0.05,0.00003418,1,2.43E-06,1,0,5.920818754
1, zdiablo ,424,zLE8_TOTALSCOREinv,,0.08,0.01649055,3870,4.8521962,1.30E-06,0.05,0.11,0.05,0.00003418,1,2.47E-06,1,0,5.886056648
1, zplpbp ,1067,zLE8_TOTALSCOREinv,,0.08,0.01644082,3879,4.8462346,1.30E-06,0.05,0.11,0.05,0.00003418,1,2.54E-06,1,0,5.886056648
1, zfap ,515,zLE8_TOTALSCOREinv,,0.08,0.01604524,3924,4.8449876,1.30E-06,0.05,0.11,0.05,0.00003418,1,2.55E-06,1,0,5.886056648
1, zsnx9 ,1269,zLE8_TOTALSCOREinv,,0.08,0.0164521,3879,4.8415015,1.30E-06,0.05,0.11,0.05,0.00003418,1,2.59E-06,1,0,5.886056648
1, zolr1 ,1006,zLE8_TOTALSCOREinv,,0.08,0.01655296,3846,4.8368866,1.40E-06,0.05,0.11,0.05,0.00003418,1,2.65E-06,1,0,5.853871964
1, zhspb1 ,662,zLE8_TOTALSCOREinv,,0.08,0.01661377,3820,4.8362167,1.40E-06,0.05,0.11,0.05,0.00003418,1,2.66E-06,1,0,5.853871964
1, zhars1 ,636,zLE8_TOTALSCOREinv,,0.08,0.01646705,3871,4.8193804,1.50E-06,0.05,0.11,0.05,0.00003418,1,2.89E-06,1,0,5.823908741
1, zsirpb1 ,1242,zLE8_TOTALSCOREinv,,0.08,0.01620991,3865,4.8097014,1.60E-06,0.05,0.11,0.05,0.00003418,1,3.03E-06,1,0,5.795880017
1, zsiglec6 ,1238,zLE8_TOTALSCOREinv,,0.08,0.01642347,3897,4.804663,1.60E-06,0.05,0.11,0.05,0.00003418,1,3.10E-06,1,0,5.795880017
1, zsparc ,1276,zLE8_TOTALSCOREinv,,0.08,0.01647972,3888,4.7789989,1.80E-06,0.05,0.11,0.05,0.00003418,1,3.51E-06,1,0,5.744727495
1, zefemp1 ,461,zLE8_TOTALSCOREinv,,0.07,0.01533664,3887,4.7702922,1.90E-06,0.04,0.1,0.05,0.00003418,1,3.66E-06,1,0,5.721246399
1, zcasp2 ,165,zLE8_TOTALSCOREinv,,0.08,0.01650318,3870,4.767028,1.90E-06,0.05,0.11,0.05,0.00003418,1,3.72E-06,1,0,5.721246399
1, zomg ,1008,zLE8_TOTALSCOREinv,,-0.08,0.01630001,3860,-4.7657469,2.00E-06,-0.11,-0.05,0.05,0.00003418,1,3.74E-06,1,0,5.698970004
1, zcd244 ,214,zLE8_TOTALSCOREinv,,0.08,0.01645469,3917,4.7373093,2.20E-06,0.05,0.11,0.05,0.00003418,1,4.29E-06,1,0,5.657577319
1, zvasn ,1424,zLE8_TOTALSCOREinv,,0.08,0.01634468,3820,4.7179654,2.50E-06,0.05,0.11,0.05,0.00003418,1,4.71E-06,1,0,5.602059991
1, znub1 ,996,zLE8_TOTALSCOREinv,,0.08,0.01647738,3870,4.7084008,2.60E-06,0.05,0.11,0.05,0.00003418,1,4.93E-06,1,0,5.585026652
1, zahsp ,40,zLE8_TOTALSCOREinv,,0.07,0.01584674,3867,4.6983708,2.70E-06,0.04,0.11,0.05,0.00003418,1,5.17E-06,1,0,5.568636236
1, zmesd ,896,zLE8_TOTALSCOREinv,,0.08,0.01648972,3871,4.6939736,2.80E-06,0.05,0.11,0.05,0.00003418,1,5.27E-06,1,0,5.552841969
1, zblmh ,125,zLE8_TOTALSCOREinv,,0.08,0.01609296,3924,4.6812072,2.90E-06,0.04,0.11,0.05,0.00003418,1,5.60E-06,1,0,5.537602002
1, zcracr2a ,350,zLE8_TOTALSCOREinv,,0.08,0.01672023,3784,4.6813457,2.90E-06,0.05,0.11,0.05,0.00003418,1,5.60E-06,1,0,5.537602002
1, zangptl3 ,64,zLE8_TOTALSCOREinv,,0.07,0.01531517,3882,4.6759273,3.00E-06,0.04,0.1,0.05,0.00003418,1,5.73E-06,1,0,5.522878745
1, zmavs ,883,zLE8_TOTALSCOREinv,,0.08,0.01669029,3784,4.6695896,3.10E-06,0.05,0.11,0.05,0.00003418,1,5.91E-06,1,0,5.508638306
1, zpdgfa ,1034,zLE8_TOTALSCOREinv,,0.08,0.01643252,3924,4.6680928,3.10E-06,0.04,0.11,0.05,0.00003418,1,5.94E-06,1,0,5.508638306
1, zfgf23 ,537,zLE8_TOTALSCOREinv,,0.08,0.01628385,3889,4.66722,3.20E-06,0.04,0.11,0.05,0.00003418,1,5.96E-06,1,0,5.494850022
1, zcd93 ,246,zLE8_TOTALSCOREinv,,-0.08,0.01674526,3726,-4.6640031,3.20E-06,-0.11,-0.05,0.05,0.00003418,1,6.05E-06,1,0,5.494850022
1, ztp53 ,1393,zLE8_TOTALSCOREinv,,0.08,0.01668272,3784,4.6621407,3.20E-06,0.05,0.11,0.05,0.00003418,1,6.10E-06,1,0,5.494850022
1, zc1qa ,139,zLE8_TOTALSCOREinv,,-0.08,0.01620982,3903,-4.6595485,3.30E-06,-0.11,-0.04,0.05,0.00003418,1,6.16E-06,1,0,5.48148606
1, znampt ,943,zLE8_TOTALSCOREinv,,0.08,0.0167554,3784,4.6480123,3.50E-06,0.05,0.11,0.05,0.00003418,1,6.51E-06,1,0,5.455931956
1, zpvr ,1135,zLE8_TOTALSCOREinv,,0.08,0.01636441,3915,4.6340434,3.70E-06,0.04,0.11,0.05,0.00003418,1,6.95E-06,1,0,5.431798276
1, zhtra2 ,665,zLE8_TOTALSCOREinv,,0.08,0.01642465,3888,4.6233934,3.90E-06,0.04,0.11,0.05,0.00003418,1,7.30E-06,1,0,5.408935393
1, zcert ,278,zLE8_TOTALSCOREinv,,0.08,0.01668633,3782,4.6216883,3.90E-06,0.04,0.11,0.05,0.00003418,1,7.36E-06,1,0,5.408935393
1, zslamf6 ,1249,zLE8_TOTALSCOREinv,,0.08,0.0166736,3784,4.6180263,4.00E-06,0.04,0.11,0.05,0.00003418,1,7.48E-06,1,0,5.397940009
1, zcradd ,351,zLE8_TOTALSCOREinv,,0.08,0.01650738,3846,4.6096077,4.20E-06,0.04,0.11,0.05,0.00003418,1,7.77E-06,1,0,5.37675071
1, zitgam ,763,zLE8_TOTALSCOREinv,,-0.07,0.01616462,3871,-4.6085621,4.20E-06,-0.11,-0.04,0.05,0.00003418,1,7.80E-06,1,0,5.37675071
1, zspon2 ,1286,zLE8_TOTALSCOREinv,,0.08,0.01634703,3872,4.5894016,4.60E-06,0.04,0.11,0.05,0.00003418,1,8.54E-06,1,0,5.337242168
1, zenpp5 ,478,zLE8_TOTALSCOREinv,,-0.07,0.01557366,3886,-4.5781503,4.80E-06,-0.1,-0.04,0.05,0.00003418,1,8.99E-06,1,0,5.318758763
1, zcdc37 ,250,zLE8_TOTALSCOREinv,,0.08,0.01649366,3888,4.5692092,5.00E-06,0.04,0.11,0.05,0.00003418,1,9.37E-06,1,0,5.301029996
1, zcd300lg ,223,zLE8_TOTALSCOREinv,,-0.07,0.01587418,3871,-4.566232,5.10E-06,-0.1,-0.04,0.05,0.00003418,1,9.49E-06,1,0,5.292429824
1, zitm2a ,773,zLE8_TOTALSCOREinv,,-0.08,0.01654343,3870,-4.5558727,5.40E-06,-0.11,-0.04,0.05,0.00003418,1,9.96E-06,1,0,5.26760624
1, zmog ,922,zLE8_TOTALSCOREinv,,-0.07,0.01588951,3897,-4.5541788,5.40E-06,-0.1,-0.04,0.05,0.00003418,1,0.00001002,1,0,5.26760624
1, zegf ,464,zLE8_TOTALSCOREinv,,0.08,0.01649107,3866,4.5520879,5.50E-06,0.04,0.11,0.05,0.00003418,1,0.00001011,1,0,5.259637311
1, zzbtb16 ,1462,zLE8_TOTALSCOREinv,,0.08,0.01662151,3784,4.5462729,5.60E-06,0.04,0.11,0.05,0.00003418,1,0.00001039,1,0,5.251811973
1, zfen1 ,531,zLE8_TOTALSCOREinv,,0.08,0.01665752,3784,4.5450144,5.70E-06,0.04,0.11,0.05,0.00003418,1,0.00001044,1,0,5.244125144
1, zgne ,607,zLE8_TOTALSCOREinv,,0.08,0.01669872,3784,4.5135593,6.60E-06,0.04,0.11,0.05,0.00003418,1,0.00001209,1,0,5.180456064
1, zamfr ,54,zLE8_TOTALSCOREinv,,0.08,0.01672963,3782,4.5112639,6.60E-06,0.04,0.11,0.05,0.00003418,1,0.0000122,1,0,5.180456064
1, zeng ,474,zLE8_TOTALSCOREinv,,-0.07,0.01640996,3924,-4.5108309,6.60E-06,-0.11,-0.04,0.05,0.00003418,1,0.0000122,1,0,5.180456064
1, ztymp ,1414,zLE8_TOTALSCOREinv,,0.07,0.01652549,3862,4.4998467,7.00E-06,0.04,0.11,0.05,0.00003418,1,0.00001283,1,0,5.15490196
1, zpcdh17 ,1027,zLE8_TOTALSCOREinv,,-0.07,0.01646899,3879,-4.4973899,7.10E-06,-0.11,-0.04,0.05,0.00003418,1,0.00001296,1,0,5.148741651
1, zs100p ,1186,zLE8_TOTALSCOREinv,,0.07,0.01652201,3797,4.4944925,7.20E-06,0.04,0.11,0.05,0.00003418,1,0.00001313,1,0,5.142667504
1, zpsmd9 ,1115,zLE8_TOTALSCOREinv,,0.07,0.01640636,3860,4.4853511,7.50E-06,0.04,0.11,0.05,0.00003418,1,0.00001368,1,0,5.124938737
1, zcpa1 ,341,zLE8_TOTALSCOREinv,,0.07,0.01637323,3924,4.4761294,7.80E-06,0.04,0.11,0.05,0.00003418,1,0.00001426,1,0,5.107905397
1, ztbcb ,1324,zLE8_TOTALSCOREinv,,0.07,0.01655008,3851,4.470379,8.00E-06,0.04,0.11,0.05,0.00003418,1,0.00001464,1,0,5.096910013
1, zwif1 ,1453,zLE8_TOTALSCOREinv,,-0.07,0.01619687,3897,-4.4600639,8.40E-06,-0.1,-0.04,0.05,0.00003418,1,0.00001533,1,0,5.075720714
1, znrtn ,987,zLE8_TOTALSCOREinv,,0.07,0.01667715,3801,4.4573199,8.50E-06,0.04,0.11,0.05,0.00003418,1,0.00001552,1,0,5.070581074
1, zcasp10 ,164,zLE8_TOTALSCOREinv,,0.07,0.01666562,3782,4.4425304,9.10E-06,0.04,0.11,0.05,0.00003418,1,0.0000166,1,0,5.040958608
1, zlta4h ,854,zLE8_TOTALSCOREinv,,0.07,0.01619886,3897,4.4339444,9.50E-06,0.04,0.1,0.05,0.00003418,1,0.00001724,1,0,5.022276395
1, zdrg2 ,447,zLE8_TOTALSCOREinv,,0.07,0.01649721,3860,4.4335971,9.50E-06,0.04,0.11,0.05,0.00003418,1,0.00001725,1,0,5.022276395
1, zcd34 ,226,zLE8_TOTALSCOREinv,,-0.07,0.01651144,3877,-4.4329238,9.60E-06,-0.11,-0.04,0.05,0.00003418,1,0.00001728,1,0,5.017728767
1, zcpxm1 ,348,zLE8_TOTALSCOREinv,,0.07,0.01650215,3888,4.4181522,1.00E-05,0.04,0.11,0.05,0.00003418,1,0.00001847,1,0,5
1, zmanf ,872,zLE8_TOTALSCOREinv,,0.07,0.01646519,3886,4.4151602,1.00E-05,0.04,0.1,0.05,0.00003418,1,0.0000187,1,0,5
1, zbin2 ,123,zLE8_TOTALSCOREinv,,0.07,0.01647882,3871,4.3924208,1.20E-05,0.04,0.1,0.05,0.00003418,1,0.00002074,1,0,4.920818754
1, zfadd ,512,zLE8_TOTALSCOREinv,,0.07,0.01647888,3879,4.379644,1.20E-05,0.04,0.1,0.05,0.00003418,1,0.00002196,1,0,4.920818754
1, zigf1r ,683,zLE8_TOTALSCOREinv,,0.07,0.01609285,3860,4.3787474,1.20E-05,0.04,0.1,0.05,0.00003418,1,0.00002202,1,0,4.920818754
1, zkit ,786,zLE8_TOTALSCOREinv,,-0.07,0.0160294,3891,-4.3774076,1.20E-05,-0.1,-0.04,0.05,0.00003418,1,0.00002213,1,0,4.920818754
1, zfut3_fut5 ,568,zLE8_TOTALSCOREinv,,0.07,0.01574173,3915,4.3768933,1.20E-05,0.04,0.1,0.05,0.00003418,1,0.00002215,1,0,4.920818754
1, zptn ,1125,zLE8_TOTALSCOREinv,,0.07,0.01605264,3797,4.3685881,1.30E-05,0.04,0.1,0.05,0.00003418,1,0.00002299,1,0,4.886056648
1, zf2r ,502,zLE8_TOTALSCOREinv,,0.07,0.0164831,3880,4.3680221,1.30E-05,0.04,0.1,0.05,0.00003418,1,0.00002301,1,0,4.886056648
1, zfxyd5 ,571,zLE8_TOTALSCOREinv,,0.07,0.01666742,3801,4.3538027,1.40E-05,0.04,0.11,0.05,0.00003418,1,0.00002453,1,0,4.853871964
1, zcx3cl1 ,387,zLE8_TOTALSCOREinv,,-0.07,0.0164265,3851,-4.3523333,1.40E-05,-0.1,-0.04,0.05,0.00003418,1,0.00002466,1,0,4.853871964
1, zhyal1 ,666,zLE8_TOTALSCOREinv,,0.07,0.01650168,3837,4.351171,1.40E-05,0.04,0.1,0.05,0.00003418,1,0.00002476,1,0,4.853871964
1, zadamts16 ,22,zLE8_TOTALSCOREinv,,0.07,0.01605423,3797,4.3488818,1.40E-05,0.04,0.1,0.05,0.00003418,1,0.00002499,1,0,4.853871964
1, zpmvk ,1074,zLE8_TOTALSCOREinv,,0.07,0.01672032,3775,4.3298758,1.50E-05,0.04,0.11,0.05,0.00003418,1,0.00002721,1,0,4.823908741
1, zretn ,1161,zLE8_TOTALSCOREinv,,0.07,0.01649126,3863,4.3181639,1.60E-05,0.04,0.1,0.05,0.00003418,1,0.00002864,1,0,4.795880017
1, zmegf10 ,891,zLE8_TOTALSCOREinv,,-0.07,0.01650052,3870,-4.315022,1.60E-05,-0.1,-0.04,0.05,0.00003418,1,0.00002901,1,0,4.795880017
1, zmcam ,886,zLE8_TOTALSCOREinv,,-0.07,0.01585055,3891,-4.3048136,1.70E-05,-0.1,-0.04,0.05,0.00003418,1,0.00003033,1,0,4.769551079
1, zitgb1bp2 ,767,zLE8_TOTALSCOREinv,,0.07,0.01669364,3797,4.2983918,1.80E-05,0.04,0.1,0.05,0.00003418,1,0.0000312,1,0,4.744727495
1, zing1 ,749,zLE8_TOTALSCOREinv,,0.07,0.01669269,3777,4.2924667,1.80E-05,0.04,0.1,0.05,0.00003418,1,0.000032,1,0,4.744727495
1, zsdc1 ,1202,zLE8_TOTALSCOREinv,,0.07,0.01611964,3879,4.2883393,1.80E-05,0.04,0.1,0.05,0.00003418,1,0.00003254,1,0,4.744727495
1, zprtfdc1 ,1109,zLE8_TOTALSCOREinv,,0.07,0.01669928,3782,4.2600232,2.10E-05,0.04,0.1,0.05,0.00003418,1,0.00003691,1,0,4.677780705
1, ztnfrsf4 ,1380,zLE8_TOTALSCOREinv,,0.07,0.0161601,3912,4.2476323,2.20E-05,0.04,0.1,0.05,0.00003418,1,0.00003892,1,0,4.657577319
1, zccl15 ,175,zLE8_TOTALSCOREinv,,0.07,0.01618933,3924,4.2457042,2.20E-05,0.04,0.1,0.05,0.00003418,1,0.0000392,1,0,4.657577319
1, zca1 ,144,zLE8_TOTALSCOREinv,,0.07,0.01630545,3815,4.2450529,2.20E-05,0.04,0.1,0.05,0.00003418,1,0.0000393,1,0,4.657577319
1, zcxcl3 ,397,zLE8_TOTALSCOREinv,,0.07,0.01650101,3870,4.2392769,2.30E-05,0.04,0.1,0.05,0.00003418,1,0.00004025,1,0,4.638272164
1, zmetap1d ,899,zLE8_TOTALSCOREinv,,0.07,0.01647976,3870,4.2250912,2.40E-05,0.04,0.1,0.05,0.00003418,1,0.00004281,1,0,4.619788758
1, zdcn ,409,zLE8_TOTALSCOREinv,,-0.07,0.01584797,3797,-4.2225595,2.50E-05,-0.1,-0.04,0.05,0.00003418,1,0.00004326,1,0,4.602059991
1, zddx58 ,418,zLE8_TOTALSCOREinv,,0.07,0.01669057,3784,4.2114086,2.60E-05,0.04,0.1,0.05,0.00003418,1,0.00004539,1,0,4.585026652
1, zdkk4 ,427,zLE8_TOTALSCOREinv,,0.07,0.0162858,3844,4.2089513,2.60E-05,0.04,0.1,0.05,0.00003418,1,0.00004581,1,0,4.585026652
1, zfxn ,570,zLE8_TOTALSCOREinv,,0.07,0.01643697,3897,4.2064633,2.70E-05,0.04,0.1,0.05,0.00003418,1,0.00004625,1,0,4.568636236
1, zspry2 ,1288,zLE8_TOTALSCOREinv,,0.07,0.01659459,3801,4.1818501,3.00E-05,0.04,0.1,0.05,0.00003418,1,0.0000515,1,0,4.522878745
1, zdll1 ,430,zLE8_TOTALSCOREinv,,0.07,0.0160366,3888,4.1665309,3.20E-05,0.04,0.1,0.05,0.00003418,1,0.00005497,1,0,4.494850022
1, zcalcoco1 ,158,zLE8_TOTALSCOREinv,,0.07,0.01644108,3887,4.1623333,3.20E-05,0.04,0.1,0.05,0.00003418,1,0.00005592,1,0,4.494850022
1, zil12b ,701,zLE8_TOTALSCOREinv,,0.07,0.01619156,3917,4.154865,3.30E-05,0.04,0.1,0.05,0.00003418,1,0.00005769,1,0,4.48148606
1, ztnfrsf9 ,1383,zLE8_TOTALSCOREinv,,0.07,0.01599523,3851,4.1519401,3.40E-05,0.04,0.1,0.05,0.00003418,1,0.00005838,1,0,4.468521083
1, zfcrl3 ,527,zLE8_TOTALSCOREinv,,0.07,0.01666444,3801,4.1384173,3.60E-05,0.04,0.1,0.05,0.00003418,0,0.00006186,0,0,4.443697499
1, zirag2 ,755,zLE8_TOTALSCOREinv,,0.07,0.0166789,3797,4.1374802,3.60E-05,0.04,0.1,0.05,0.00003418,0,0.00006204,0,0,4.443697499
1, zsh2b3 ,1230,zLE8_TOTALSCOREinv,,0.07,0.01665224,3784,4.1283436,3.70E-05,0.04,0.1,0.05,0.00003418,0,0.00006447,0,0,4.431798276
1, zstk24 ,1303,zLE8_TOTALSCOREinv,,0.07,0.01671617,3782,4.1235982,3.80E-05,0.04,0.1,0.05,0.00003418,0,0.00006573,0,0,4.420216403
1, zflt3lg ,552,zLE8_TOTALSCOREinv,,0.06,0.0157017,3917,4.1196729,3.90E-05,0.03,0.1,0.05,0.00003418,0,0.00006673,0,0,4.408935393
1, zcxcl1 ,389,zLE8_TOTALSCOREinv,,0.07,0.01656284,3836,4.1173467,3.90E-05,0.04,0.1,0.05,0.00003418,0,0.00006735,0,0,4.408935393
1, zwasf1 ,1447,zLE8_TOTALSCOREinv,,0.07,0.01666926,3797,4.1039471,4.10E-05,0.04,0.1,0.05,0.00003418,0,0.00007129,0,0,4.387216143
1, zpla2g4a ,1060,zLE8_TOTALSCOREinv,,0.07,0.01647393,3886,4.0856271,4.50E-05,0.04,0.1,0.05,0.00003418,0,0.000077,0,0,4.346787486
1, zpqbp1 ,1091,zLE8_TOTALSCOREinv,,0.07,0.0167113,3784,4.0783111,4.60E-05,0.04,0.1,0.05,0.00003418,0,0.00007941,0,0,4.337242168
1, zfgf5 ,538,zLE8_TOTALSCOREinv,,-0.06,0.0157201,3801,-4.0736346,4.70E-05,-0.09,-0.03,0.05,0.00003418,0,0.00008091,0,0,4.327902142
1, zca13 ,147,zLE8_TOTALSCOREinv,,0.07,0.01675811,3795,4.0677528,4.80E-05,0.04,0.1,0.05,0.00003418,0,0.00008287,0,0,4.318758763
1, zegfr ,466,zLE8_TOTALSCOREinv,,0.07,0.01631525,3924,4.067164,4.90E-05,0.03,0.1,0.05,0.00003418,0,0.00008293,0,0,4.30980392
1, zinpp1 ,751,zLE8_TOTALSCOREinv,,0.07,0.01645709,3860,4.0658709,4.90E-05,0.03,0.1,0.05,0.00003418,0,0.00008332,0,0,4.30980392
1, zmgll ,904,zLE8_TOTALSCOREinv,,0.07,0.01650413,3880,4.0648655,4.90E-05,0.03,0.1,0.05,0.00003418,0,0.00008357,0,0,4.30980392
1, ztnc ,1364,zLE8_TOTALSCOREinv,,-0.07,0.01650377,3891,-4.0642692,4.90E-05,-0.1,-0.03,0.05,0.00003418,0,0.00008368,0,0,4.30980392
1, zcomp ,336,zLE8_TOTALSCOREinv,,0.06,0.01574167,3837,4.0526146,5.20E-05,0.03,0.09,0.05,0.00003418,0,0.00008787,0,0,4.283996656
1, zankrd54 ,67,zLE8_TOTALSCOREinv,,0.07,0.01660842,3784,4.0439005,5.40E-05,0.03,0.1,0.05,0.00003418,0,0.0000911,0,0,4.26760624
1, zhmbs ,650,zLE8_TOTALSCOREinv,,0.07,0.01620236,3897,4.0405165,5.40E-05,0.03,0.1,0.05,0.00003418,0,0.00009226,0,0,4.26760624
1, zrbp2 ,1151,zLE8_TOTALSCOREinv,,0.07,0.01625762,3860,4.0340317,5.60E-05,0.03,0.1,0.05,0.00003418,0,0.00009475,0,0,4.251811973
1, zreg4 ,1157,zLE8_TOTALSCOREinv,,0.06,0.01581171,3874,4.01787,6.00E-05,0.03,0.09,0.05,0.00003418,0,0.00010133,0,0,4.22184875
1, zdner ,434,zLE8_TOTALSCOREinv,,-0.06,0.01616149,3864,-4.0171886,6.00E-05,-0.1,-0.03,0.05,0.00003418,0,0.00010151,0,0,4.22184875
1, zapp ,81,zLE8_TOTALSCOREinv,,0.07,0.01654141,3860,4.0118529,6.10E-05,0.03,0.1,0.05,0.00003418,0,0.0001037,0,0,4.214670165
1, zanxa11 ,70,zLE8_TOTALSCOREinv,,0.07,0.01654833,3862,4.0046564,6.30E-05,0.03,0.1,0.05,0.00003418,0,0.00010677,0,0,4.200659451
1, zspp1 ,1287,zLE8_TOTALSCOREinv,,-0.06,0.01597188,3920,-4.0037817,6.30E-05,-0.1,-0.03,0.05,0.00003418,0,0.00010701,0,0,4.200659451
1, zserpinb9 ,1219,zLE8_TOTALSCOREinv,,0.07,0.0165924,3851,3.9997567,6.50E-05,0.03,0.1,0.05,0.00003418,0,0.00010875,0,0,4.187086643
1, zpla2g2a ,1059,zLE8_TOTALSCOREinv,,0.06,0.01602142,3868,3.9992854,6.50E-05,0.03,0.1,0.05,0.00003418,0,0.00010884,0,0,4.187086643
1, ztrim5 ,1405,zLE8_TOTALSCOREinv,,0.07,0.01649525,3870,3.9932722,6.60E-05,0.03,0.1,0.05,0.00003418,0,0.00011149,0,0,4.180456064
1, zcdhr1 ,259,zLE8_TOTALSCOREinv,,0.07,0.0167136,3782,3.9547738,7.80E-05,0.03,0.1,0.05,0.00003418,0,0.00013088,0,0,4.107905397
1, zaif1 ,41,zLE8_TOTALSCOREinv,,0.07,0.0167026,3784,3.945583,8.10E-05,0.03,0.1,0.05,0.00003418,0,0.00013583,0,0,4.091514981
1, zarhgap25 ,86,zLE8_TOTALSCOREinv,,0.07,0.0166437,3784,3.9348154,8.50E-05,0.03,0.1,0.05,0.00003418,0,0.00014187,0,0,4.070581074
1, zfkbp5 ,546,zLE8_TOTALSCOREinv,,0.07,0.01655197,3851,3.9300027,8.60E-05,0.03,0.1,0.05,0.00003418,0,0.00014452,0,0,4.065501549
1, zcdh6 ,258,zLE8_TOTALSCOREinv,,-0.06,0.01630977,3879,-3.9205826,9.00E-05,-0.1,-0.03,0.05,0.00003418,0,0.00015008,0,0,4.045757491
1, zpam ,1020,zLE8_TOTALSCOREinv,,0.06,0.01638015,3914,3.9188927,9.00E-05,0.03,0.1,0.05,0.00003418,0,0.00015093,0,0,4.045757491
1, zmpig6b ,925,zLE8_TOTALSCOREinv,,0.06,0.01649933,3880,3.9177126,9.10E-05,0.03,0.1,0.05,0.00003418,0,0.00015152,0,0,4.040958608
1, zfkbp7 ,547,zLE8_TOTALSCOREinv,,0.07,0.01671497,3777,3.9131633,9.30E-05,0.03,0.1,0.05,0.00003418,0,0.00015429,0,0,4.031517051
1, zlcn2 ,820,zLE8_TOTALSCOREinv,,0.06,0.01646984,3755,3.9086006,9.40E-05,0.03,0.1,0.05,0.00003418,0,0.00015706,0,0,4.026872146
1, zcdh1 ,252,zLE8_TOTALSCOREinv,,0.06,0.01662946,3754,3.9063145,9.50E-05,0.03,0.1,0.05,0.00003418,0,0.00015836,0,0,4.022276395
1, zwfdc2 ,1450,zLE8_TOTALSCOREinv,,0.06,0.01595816,3624,3.9028183,9.70E-05,0.03,0.09,0.05,0.00003418,0,0.00016058,0,0,4.013228266
1, zil12rb1 ,702,zLE8_TOTALSCOREinv,,0.06,0.0166294,3801,3.9016162,9.70E-05,0.03,0.1,0.05,0.00003418,0,0.00016106,0,0,4.013228266
1, zchac2 ,286,zLE8_TOTALSCOREinv,,0.07,0.01670515,3784,3.895456,1.00E-04,0.03,0.1,0.05,0.00003418,0,0.00016501,0,0,4
1, zcasp1 ,163,zLE8_TOTALSCOREinv,,0.07,0.01670121,3782,3.8937746,1.00E-04,0.03,0.1,0.05,0.00003418,0,0.00016597,0,0,4
1, zclec7a ,310,zLE8_TOTALSCOREinv,,0.06,0.01630437,3917,3.8873157,1.00E-04,0.03,0.1,0.05,0.00003418,0,0.00017014,0,0,4
1, zil1b ,720,zLE8_TOTALSCOREinv,,0.06,0.01673188,3779,3.8793638,1.10E-04,0.03,0.1,0.05,0.00003418,0,0.0001756,0,0,3.958607315
1, ztraf2 ,1400,zLE8_TOTALSCOREinv,,0.06,0.01649266,3870,3.8791076,1.10E-04,0.03,0.1,0.05,0.00003418,0,0.0001756,0,0,3.958607315
1, zmap2k6 ,874,zLE8_TOTALSCOREinv,,0.06,0.01653241,3870,3.8742638,1.10E-04,0.03,0.1,0.05,0.00003418,0,0.00017891,0,0,3.958607315
1, zcd300lf ,222,zLE8_TOTALSCOREinv,,0.06,0.01628124,3897,3.8714673,1.10E-04,0.03,0.09,0.05,0.00003418,0,0.00018075,0,0,3.958607315
1, zserpinb6 ,1217,zLE8_TOTALSCOREinv,,0.06,0.01642629,3902,3.8530854,1.20E-04,0.03,0.1,0.05,0.00003418,0,0.0001946,0,0,3.920818754
1, zafp ,32,zLE8_TOTALSCOREinv,,0.06,0.01605383,3846,3.842462,1.20E-04,0.03,0.09,0.05,0.00003418,0,0.000203,0,0,3.920818754
1, zsugt1 ,1310,zLE8_TOTALSCOREinv,,0.06,0.0167409,3784,3.8388498,1.30E-04,0.03,0.1,0.05,0.00003418,0,0.00020582,0,0,3.886056648
