parmseq,Outcome,idnum,parm,label,estimate,stderr,dof,t,p,min95,max95,uncp,corp,signif,myqvallargervolumes,selected,selected_final,mlog10p
1, zcndp1 ,320,zLE8_TOTALSCOREinv,,0.14,0.01639232,3891,8.3189235,1.20E-16,0.1,0.17,0.05,0.00003418,1,5.06E-16,1,0,15.92081875
1, zmmp7 ,918,zLE8_TOTALSCOREinv,,0.13,0.01614121,3794,8.3120834,1.30E-16,0.1,0.17,0.05,0.00003418,1,5.38E-16,1,0,15.88605665
1, zmln ,911,zLE8_TOTALSCOREinv,,0.13,0.01529404,3870,8.2873938,1.60E-16,0.1,0.16,0.05,0.00003418,1,6.54E-16,1,0,15.79588002
1, zcxcl6 ,399,zLE8_TOTALSCOREinv,,0.13,0.01631592,3917,8.2634822,1.90E-16,0.1,0.17,0.05,0.00003418,1,7.92E-16,1,0,15.7212464
1, zdkk3 ,426,zLE8_TOTALSCOREinv,,-0.13,0.01577949,3924,-8.2371588,2.40E-16,-0.16,-0.1,0.05,0.00003418,1,9.80E-16,1,0,15.61978876
1, zplxnb2 ,1071,zLE8_TOTALSCOREinv,,0.13,0.01605901,3908,8.2318903,2.50E-16,0.1,0.16,0.05,0.00003418,1,1.02E-15,1,0,15.60205999
1, zcd2ap ,219,zLE8_TOTALSCOREinv,,0.13,0.0162453,3879,8.2318487,2.50E-16,0.1,0.17,0.05,0.00003418,1,1.02E-15,1,0,15.60205999
1, zangptl4 ,65,zLE8_TOTALSCOREinv,,0.13,0.0162555,3880,8.2168605,2.80E-16,0.1,0.17,0.05,0.00003418,1,1.15E-15,1,0,15.55284197
1, ztnfsf13b ,1388,zLE8_TOTALSCOREinv,,0.13,0.01562836,3920,8.2105843,3.00E-16,0.1,0.16,0.05,0.00003418,1,1.21E-15,1,0,15.52287875
1, zcapg ,161,zLE8_TOTALSCOREinv,,0.13,0.01624439,3841,8.2075459,3.00E-16,0.1,0.17,0.05,0.00003418,1,1.24E-15,1,0,15.52287875
1, zccl17 ,177,zLE8_TOTALSCOREinv,,0.13,0.01626878,3864,8.2047948,3.10E-16,0.1,0.17,0.05,0.00003418,1,1.26E-15,1,0,15.50863831
1, zrnase3 ,1167,zLE8_TOTALSCOREinv,,0.13,0.01643817,3852,8.2029016,3.20E-16,0.1,0.17,0.05,0.00003418,1,1.28E-15,1,0,15.49485002
1, zeif4ebp1 ,469,zLE8_TOTALSCOREinv,,0.13,0.01618257,3879,8.1978673,3.30E-16,0.1,0.16,0.05,0.00003418,1,1.33E-15,1,0,15.48148606
1, zfyb1 ,572,zLE8_TOTALSCOREinv,,0.13,0.01638,3867,8.1965343,3.30E-16,0.1,0.17,0.05,0.00003418,1,1.34E-15,1,0,15.48148606
1, zrrm2 ,1174,zLE8_TOTALSCOREinv,,0.14,0.01660172,3784,8.1966142,3.30E-16,0.1,0.17,0.05,0.00003418,1,1.34E-15,1,0,15.48148606
1, zogfr ,1004,zLE8_TOTALSCOREinv,,0.13,0.0158861,3860,8.1816723,3.80E-16,0.1,0.16,0.05,0.00003418,1,1.50E-15,1,0,15.4202164
1, zebi3_il27 ,456,zLE8_TOTALSCOREinv,,-0.13,0.01614645,3895,-8.1585911,4.50E-16,-0.16,-0.1,0.05,0.00003418,1,1.81E-15,1,0,15.34678749
1, zselp ,1205,zLE8_TOTALSCOREinv,,0.13,0.01626817,3891,8.1470397,5.00E-16,0.1,0.16,0.05,0.00003418,1,1.98E-15,1,0,15.30103
1, zlat2 ,816,zLE8_TOTALSCOREinv,,0.13,0.0163126,3860,8.1240803,6.00E-16,0.1,0.16,0.05,0.00003418,1,2.38E-15,1,0,15.22184875
1, zsrpk2 ,1291,zLE8_TOTALSCOREinv,,0.13,0.01635889,3870,8.1043015,7.00E-16,0.1,0.16,0.05,0.00003418,1,2.79E-15,1,0,15.15490196
1, ztcl1a ,1327,zLE8_TOTALSCOREinv,,0.13,0.01632733,3847,8.0907396,7.90E-16,0.1,0.16,0.05,0.00003418,1,3.11E-15,1,0,15.10237291
1, zslitrk2 ,1257,zLE8_TOTALSCOREinv,,0.13,0.01611044,3897,8.088329,8.00E-16,0.1,0.16,0.05,0.00003418,1,3.15E-15,1,0,15.09691001
1, zthy1 ,1350,zLE8_TOTALSCOREinv,,0.13,0.01603255,3915,8.0465825,1.10E-15,0.1,0.16,0.05,0.00003418,1,4.39E-15,1,0,14.95860731
1, znudt5 ,1000,zLE8_TOTALSCOREinv,,0.13,0.01626444,3871,8.0309274,1.30E-15,0.1,0.16,0.05,0.00003418,1,4.98E-15,1,0,14.88605665
1, zclec4d ,306,zLE8_TOTALSCOREinv,,0.13,0.01625635,3870,8.0259346,1.30E-15,0.1,0.16,0.05,0.00003418,1,5.17E-15,1,0,14.88605665
1, zchrdl1 ,293,zLE8_TOTALSCOREinv,,0.12,0.01504982,3880,8.0199021,1.40E-15,0.09,0.15,0.05,0.00003418,1,5.40E-15,1,0,14.85387196
1, zgalnt10 ,574,zLE8_TOTALSCOREinv,,0.13,0.01618604,3860,8.0157484,1.40E-15,0.1,0.16,0.05,0.00003418,1,5.58E-15,1,0,14.85387196
1, zglb1 ,601,zLE8_TOTALSCOREinv,,0.13,0.0157748,3851,8.0070934,1.50E-15,0.1,0.16,0.05,0.00003418,1,5.97E-15,1,0,14.82390874
1, zefna1 ,462,zLE8_TOTALSCOREinv,,0.13,0.01613721,3866,7.9976208,1.70E-15,0.1,0.16,0.05,0.00003418,1,6.41E-15,1,0,14.76955108
1, zst3gal1 ,1295,zLE8_TOTALSCOREinv,,-0.13,0.01602114,3860,-7.9968997,1.70E-15,-0.16,-0.1,0.05,0.00003418,1,6.44E-15,1,0,14.76955108
1, zccl4 ,191,zLE8_TOTALSCOREinv,,0.13,0.0161807,3876,7.9707907,2.10E-15,0.1,0.16,0.05,0.00003418,1,7.90E-15,1,0,14.67778071
1, zil1rap ,723,zLE8_TOTALSCOREinv,,-0.13,0.01608476,3871,-7.9523311,2.40E-15,-0.16,-0.1,0.05,0.00003418,1,9.12E-15,1,0,14.61978876
1, zcsf1 ,366,zLE8_TOTALSCOREinv,,0.13,0.01625662,3886,7.9374901,2.70E-15,0.1,0.16,0.05,0.00003418,1,1.02E-14,1,0,14.56863624
1, zmmp9 ,920,zLE8_TOTALSCOREinv,,0.13,0.01632147,3864,7.9247916,3.00E-15,0.1,0.16,0.05,0.00003418,1,1.13E-14,1,0,14.52287875
1, zcd63 ,238,zLE8_TOTALSCOREinv,,0.13,0.0163505,3848,7.9217731,3.00E-15,0.1,0.16,0.05,0.00003418,1,1.16E-14,1,0,14.52287875
1, zeif4g1 ,470,zLE8_TOTALSCOREinv,,0.13,0.01630203,3917,7.9106648,3.30E-15,0.1,0.16,0.05,0.00003418,1,1.25E-14,1,0,14.48148606
1, zadgrg1 ,28,zLE8_TOTALSCOREinv,,0.13,0.01604024,3860,7.9110439,3.30E-15,0.1,0.16,0.05,0.00003418,1,1.25E-14,1,0,14.48148606
1, zigfbp6 ,689,zLE8_TOTALSCOREinv,,0.11,0.01385523,3867,7.9070154,3.40E-15,0.08,0.14,0.05,0.00003418,1,1.29E-14,1,0,14.46852108
1, zhs3st3b1 ,657,zLE8_TOTALSCOREinv,,0.13,0.01643533,3860,7.9028639,3.50E-15,0.1,0.16,0.05,0.00003418,1,1.33E-14,1,0,14.45593196
1, zlbp ,818,zLE8_TOTALSCOREinv,,0.13,0.01635492,3891,7.8964446,3.70E-15,0.1,0.16,0.05,0.00003418,1,1.39E-14,1,0,14.43179828
1, zvps37a ,1434,zLE8_TOTALSCOREinv,,0.13,0.01633396,3860,7.8903581,3.90E-15,0.1,0.16,0.05,0.00003418,1,1.46E-14,1,0,14.40893539
1, zcd8a ,245,zLE8_TOTALSCOREinv,,0.13,0.01613748,3915,7.8701134,4.60E-15,0.1,0.16,0.05,0.00003418,1,1.70E-14,1,0,14.33724217
1, zhavcr2 ,638,zLE8_TOTALSCOREinv,,0.13,0.0160579,3871,7.869284,4.60E-15,0.09,0.16,0.05,0.00003418,1,1.71E-14,1,0,14.33724217
1, zcntn5 ,328,zLE8_TOTALSCOREinv,,-0.12,0.01553008,3846,-7.8550948,5.10E-15,-0.15,-0.09,0.05,0.00003418,1,1.91E-14,1,0,14.29242982
1, zhbegf ,639,zLE8_TOTALSCOREinv,,0.13,0.01636358,3892,7.8494238,5.40E-15,0.1,0.16,0.05,0.00003418,1,1.99E-14,1,0,14.26760624
1, zfolr1 ,556,zLE8_TOTALSCOREinv,,-0.12,0.0158626,3857,-7.7961251,8.20E-15,-0.15,-0.09,0.05,0.00003418,1,3.01E-14,1,0,14.08618615
1, zptgds ,1122,zLE8_TOTALSCOREinv,,0.12,0.01546105,3852,7.7783893,9.40E-15,0.09,0.15,0.05,0.00003418,1,3.45E-14,1,0,14.02687215
1, zogn ,1005,zLE8_TOTALSCOREinv,,0.12,0.01540406,3871,7.7634889,1.10E-14,0.09,0.15,0.05,0.00003418,1,3.86E-14,1,0,13.95860731
1, zsez6l ,1223,zLE8_TOTALSCOREinv,,-0.12,0.0157971,3888,-7.7575903,1.10E-14,-0.15,-0.09,0.05,0.00003418,1,4.03E-14,1,0,13.95860731
1, zager ,33,zLE8_TOTALSCOREinv,,-0.13,0.01627556,3862,-7.7202698,1.50E-14,-0.16,-0.09,0.05,0.00003418,1,5.37E-14,1,0,13.82390874
1, zcdh15 ,253,zLE8_TOTALSCOREinv,,0.11,0.01417801,3910,7.7044995,1.70E-14,0.08,0.14,0.05,0.00003418,1,6.04E-14,1,0,13.76955108
1, zigfbp3 ,687,zLE8_TOTALSCOREinv,,0.12,0.01597062,3891,7.6963307,1.80E-14,0.09,0.15,0.05,0.00003418,1,6.42E-14,1,0,13.74472749
1, zfam3c ,514,zLE8_TOTALSCOREinv,,0.12,0.01565571,3879,7.6868557,1.90E-14,0.09,0.15,0.05,0.00003418,1,6.89E-14,1,0,13.7212464
1, zmetap2 ,900,zLE8_TOTALSCOREinv,,0.13,0.01630008,3895,7.6789186,2.00E-14,0.09,0.16,0.05,0.00003418,1,7.30E-14,1,0,13.69897
1, zglrx ,604,zLE8_TOTALSCOREinv,,0.13,0.01631393,3850,7.6739445,2.10E-14,0.09,0.16,0.05,0.00003418,1,7.59E-14,1,0,13.67778071
1, zncf2 ,949,zLE8_TOTALSCOREinv,,0.13,0.01643794,3864,7.6719172,2.10E-14,0.09,0.16,0.05,0.00003418,1,7.68E-14,1,0,13.67778071
1, zcd40 ,229,zLE8_TOTALSCOREinv,,0.12,0.01630872,3870,7.6633956,2.30E-14,0.09,0.16,0.05,0.00003418,1,8.18E-14,1,0,13.63827216
1, zrnf41 ,1169,zLE8_TOTALSCOREinv,,0.13,0.016556,3784,7.6371984,2.80E-14,0.09,0.16,0.05,0.00003418,1,1.00E-13,1,0,13.55284197
1, zcd300c ,220,zLE8_TOTALSCOREinv,,0.12,0.01620004,3915,7.6123243,3.40E-14,0.09,0.16,0.05,0.00003418,1,1.20E-13,1,0,13.46852108
1, zphospho1 ,1048,zLE8_TOTALSCOREinv,,0.12,0.01566234,3851,7.6122192,3.40E-14,0.09,0.15,0.05,0.00003418,1,1.20E-13,1,0,13.46852108
1, zcsf3 ,368,zLE8_TOTALSCOREinv,,0.13,0.01647423,3801,7.6022418,3.60E-14,0.09,0.16,0.05,0.00003418,1,1.30E-13,1,0,13.4436975
1, zsnap29 ,1267,zLE8_TOTALSCOREinv,,0.12,0.01637092,3888,7.5673417,4.70E-14,0.09,0.16,0.05,0.00003418,1,1.68E-13,1,0,13.32790214
1, zil7r ,746,zLE8_TOTALSCOREinv,,-0.12,0.01638735,3871,-7.5479021,5.50E-14,-0.16,-0.09,0.05,0.00003418,1,1.94E-13,1,0,13.25963731
1, zwwp2 ,1455,zLE8_TOTALSCOREinv,,0.12,0.01643678,3851,7.5395533,5.80E-14,0.09,0.16,0.05,0.00003418,1,2.07E-13,1,0,13.23657201
1, zpebp1 ,1042,zLE8_TOTALSCOREinv,,0.12,0.01618272,3871,7.5346115,6.10E-14,0.09,0.15,0.05,0.00003418,1,2.14E-13,1,0,13.21467016
1, ztxnrd1 ,1413,zLE8_TOTALSCOREinv,,0.12,0.01630531,3871,7.5321429,6.20E-14,0.09,0.15,0.05,0.00003418,1,2.17E-13,1,0,13.20760831
1, zscamp3 ,1188,zLE8_TOTALSCOREinv,,0.12,0.01638044,3860,7.5290716,6.30E-14,0.09,0.16,0.05,0.00003418,1,2.22E-13,1,0,13.20065945
1, zmzb1 ,939,zLE8_TOTALSCOREinv,,0.12,0.01623649,3880,7.5262583,6.50E-14,0.09,0.15,0.05,0.00003418,1,2.26E-13,1,0,13.18708664
1, zklb ,788,zLE8_TOTALSCOREinv,,-0.12,0.01654735,3782,-7.5195093,6.80E-14,-0.16,-0.09,0.05,0.00003418,1,2.38E-13,1,0,13.16749109
1, zhspa1a ,661,zLE8_TOTALSCOREinv,,0.12,0.01634143,3881,7.5015868,7.80E-14,0.09,0.15,0.05,0.00003418,1,2.71E-13,1,0,13.1079054
1, zhyou1 ,667,zLE8_TOTALSCOREinv,,0.12,0.01615208,3924,7.4982347,8.00E-14,0.09,0.15,0.05,0.00003418,1,2.76E-13,1,0,13.09691001
1, ztriap1 ,1403,zLE8_TOTALSCOREinv,,0.12,0.01630126,3897,7.4870066,8.70E-14,0.09,0.15,0.05,0.00003418,1,3.00E-13,1,0,13.06048075
1, zhexim1 ,644,zLE8_TOTALSCOREinv,,0.12,0.01634139,3870,7.4841909,8.90E-14,0.09,0.15,0.05,0.00003418,1,3.07E-13,1,0,13.05060999
1, zfgr ,541,zLE8_TOTALSCOREinv,,0.12,0.01659853,3782,7.4680224,1.00E-13,0.09,0.16,0.05,0.00003418,1,3.47E-13,1,0,13
1, zccl13 ,173,zLE8_TOTALSCOREinv,,0.12,0.016219,3910,7.4541464,1.10E-13,0.09,0.15,0.05,0.00003418,1,3.81E-13,1,0,12.95860731
1, zwfikkn1 ,1451,zLE8_TOTALSCOREinv,,0.11,0.01537814,3846,7.4508007,1.10E-13,0.08,0.14,0.05,0.00003418,1,3.91E-13,1,0,12.95860731
1, zcep20 ,275,zLE8_TOTALSCOREinv,,0.12,0.0165828,3784,7.4257787,1.40E-13,0.09,0.16,0.05,0.00003418,1,4.72E-13,1,0,12.85387196
1, ztmprss5 ,1362,zLE8_TOTALSCOREinv,,-0.12,0.01634695,3836,-7.4229707,1.40E-13,-0.15,-0.09,0.05,0.00003418,1,4.80E-13,1,0,12.85387196
1, ztxlna ,1410,zLE8_TOTALSCOREinv,,0.12,0.01634416,3851,7.4195777,1.40E-13,0.09,0.15,0.05,0.00003418,1,4.90E-13,1,0,12.85387196
1, ztimd4 ,1354,zLE8_TOTALSCOREinv,,0.12,0.01630715,3891,7.4187019,1.40E-13,0.09,0.15,0.05,0.00003418,1,4.91E-13,1,0,12.85387196
1, zlhpp ,833,zLE8_TOTALSCOREinv,,0.12,0.01611772,3878,7.4067718,1.60E-13,0.09,0.15,0.05,0.00003418,1,5.36E-13,1,0,12.79588002
1, ztimp3 ,1356,zLE8_TOTALSCOREinv,,0.12,0.01639726,3886,7.3992906,1.70E-13,0.09,0.15,0.05,0.00003418,1,5.65E-13,1,0,12.76955108
1, znsfl1c ,988,zLE8_TOTALSCOREinv,,0.12,0.016062,3915,7.3857582,1.80E-13,0.09,0.15,0.05,0.00003418,1,6.23E-13,1,0,12.74472749
1, zccn4 ,198,zLE8_TOTALSCOREinv,,0.12,0.01631754,3897,7.3766849,2.00E-13,0.09,0.15,0.05,0.00003418,1,6.65E-13,1,0,12.69897
1, zplxna4 ,1070,zLE8_TOTALSCOREinv,,0.12,0.01645389,3870,7.3706983,2.10E-13,0.09,0.15,0.05,0.00003418,1,6.94E-13,1,0,12.67778071
1, zmmp8 ,919,zLE8_TOTALSCOREinv,,0.12,0.01633449,3911,7.3589564,2.20E-13,0.09,0.15,0.05,0.00003418,1,7.54E-13,1,0,12.65757732
1, zmet ,897,zLE8_TOTALSCOREinv,,-0.12,0.0161759,3881,-7.3587779,2.30E-13,-0.15,-0.09,0.05,0.00003418,1,7.54E-13,1,0,12.63827216
1, zcep43 ,276,zLE8_TOTALSCOREinv,,0.12,0.01661089,3776,7.3389646,2.60E-13,0.09,0.15,0.05,0.00003418,1,8.76E-13,1,0,12.58502665
1, znfkbie ,964,zLE8_TOTALSCOREinv,,0.12,0.01659047,3784,7.3168279,3.10E-13,0.09,0.15,0.05,0.00003418,1,1.03E-12,1,0,12.50863831
1, zshmt1 ,1232,zLE8_TOTALSCOREinv,,0.12,0.01633219,3880,7.3132131,3.20E-13,0.09,0.15,0.05,0.00003418,1,1.05E-12,1,0,12.49485002
1, ztmprss15 ,1361,zLE8_TOTALSCOREinv,,0.12,0.01640624,3860,7.312882,3.20E-13,0.09,0.15,0.05,0.00003418,1,1.05E-12,1,0,12.49485002
1, zdlk1 ,429,zLE8_TOTALSCOREinv,,0.12,0.01577131,3924,7.310988,3.20E-13,0.08,0.15,0.05,0.00003418,1,1.06E-12,1,0,12.49485002
1, zgzma ,631,zLE8_TOTALSCOREinv,,0.12,0.01632333,3917,7.2887699,3.80E-13,0.09,0.15,0.05,0.00003418,1,1.24E-12,1,0,12.4202164
1, zoptc ,1009,zLE8_TOTALSCOREinv,,-0.12,0.01608262,3860,-7.2871236,3.80E-13,-0.15,-0.09,0.05,0.00003418,1,1.26E-12,1,0,12.4202164
1, zcst7 ,372,zLE8_TOTALSCOREinv,,0.12,0.01640082,3876,7.2199815,6.20E-13,0.09,0.15,0.05,0.00003418,1,2.05E-12,1,0,12.20760831
1, zenah ,473,zLE8_TOTALSCOREinv,,0.12,0.01655582,3801,7.2173614,6.40E-13,0.09,0.15,0.05,0.00003418,1,2.09E-12,1,0,12.19382003
1, zcntn1 ,324,zLE8_TOTALSCOREinv,,-0.11,0.0152023,3924,-7.2055487,6.90E-13,-0.14,-0.08,0.05,0.00003418,1,2.26E-12,1,0,12.16115091
1, znbn ,945,zLE8_TOTALSCOREinv,,0.12,0.0164334,3801,7.1767676,8.50E-13,0.09,0.15,0.05,0.00003418,1,2.79E-12,1,0,12.07058107
1, zlilrb1 ,838,zLE8_TOTALSCOREinv,,0.12,0.01615003,3924,7.1676062,9.10E-13,0.08,0.15,0.05,0.00003418,1,2.96E-12,1,0,12.04095861
1, zclec1b ,303,zLE8_TOTALSCOREinv,,0.12,0.01634442,3915,7.1648241,9.30E-13,0.09,0.15,0.05,0.00003418,1,3.01E-12,1,0,12.03151705
1, zchi3l1 ,289,zLE8_TOTALSCOREinv,,0.11,0.01601259,3799,7.1290624,1.20E-12,0.08,0.15,0.05,0.00003418,1,3.91E-12,1,0,11.92081875
1, zstk11 ,1302,zLE8_TOTALSCOREinv,,0.12,0.01647541,3797,7.1122597,1.40E-12,0.08,0.15,0.05,0.00003418,1,4.40E-12,1,0,11.85387196
1, zccl19 ,179,zLE8_TOTALSCOREinv,,0.12,0.01629073,3915,7.1101726,1.40E-12,0.08,0.15,0.05,0.00003418,1,4.43E-12,1,0,11.85387196
1, zhs6st1 ,658,zLE8_TOTALSCOREinv,,0.12,0.01628599,3897,7.1100906,1.40E-12,0.08,0.15,0.05,0.00003418,1,4.43E-12,1,0,11.85387196
1, zatox1 ,98,zLE8_TOTALSCOREinv,,0.12,0.01641745,3888,7.1016859,1.50E-12,0.08,0.15,0.05,0.00003418,1,4.69E-12,1,0,11.82390874
1, zc1qtnf1 ,140,zLE8_TOTALSCOREinv,,0.12,0.01632774,3891,7.0921521,1.60E-12,0.08,0.15,0.05,0.00003418,1,5.01E-12,1,0,11.79588002
1, zmphosph8 ,923,zLE8_TOTALSCOREinv,,0.12,0.01660018,3797,7.0854349,1.60E-12,0.09,0.15,0.05,0.00003418,1,5.27E-12,1,0,11.79588002
1, zdnaja2 ,431,zLE8_TOTALSCOREinv,,0.12,0.0162903,3907,7.0773567,1.70E-12,0.08,0.15,0.05,0.00003418,1,5.53E-12,1,0,11.76955108
1, zccl8 ,194,zLE8_TOTALSCOREinv,,0.12,0.01629394,3894,7.0772769,1.70E-12,0.08,0.15,0.05,0.00003418,1,5.53E-12,1,0,11.76955108
1, zmnda ,921,zLE8_TOTALSCOREinv,,0.12,0.01647793,3861,7.0758407,1.80E-12,0.08,0.15,0.05,0.00003418,1,5.59E-12,1,0,11.74472749
1, zeif4b ,468,zLE8_TOTALSCOREinv,,0.12,0.01637473,3851,7.0566106,2.00E-12,0.08,0.15,0.05,0.00003418,1,6.39E-12,1,0,11.69897
1, zsnap23 ,1266,zLE8_TOTALSCOREinv,,0.12,0.01640007,3879,7.0447711,2.20E-12,0.08,0.15,0.05,0.00003418,1,6.93E-12,1,0,11.65757732
1, zceacam8 ,271,zLE8_TOTALSCOREinv,,0.12,0.01639428,3797,7.0364896,2.30E-12,0.08,0.15,0.05,0.00003418,1,7.36E-12,1,0,11.63827216
1, zdkk1 ,425,zLE8_TOTALSCOREinv,,0.11,0.01634416,3915,7.0315221,2.40E-12,0.08,0.15,0.05,0.00003418,1,7.57E-12,1,0,11.61978876
1, zamn ,56,zLE8_TOTALSCOREinv,,0.12,0.01649313,3801,7.0229624,2.60E-12,0.08,0.15,0.05,0.00003418,1,8.05E-12,1,0,11.58502665
1, znectin2 ,956,zLE8_TOTALSCOREinv,,0.11,0.01621799,3879,7.0223651,2.60E-12,0.08,0.15,0.05,0.00003418,1,8.05E-12,1,0,11.58502665
1, zcd200 ,209,zLE8_TOTALSCOREinv,,-0.11,0.01615101,3870,-7.0092795,2.80E-12,-0.14,-0.08,0.05,0.00003418,1,8.81E-12,1,0,11.55284197
1, zppp1r12a ,1086,zLE8_TOTALSCOREinv,,0.11,0.01642387,3888,6.9784278,3.50E-12,0.08,0.15,0.05,0.00003418,1,1.09E-11,1,0,11.45593196
1, zlap3 ,814,zLE8_TOTALSCOREinv,,0.12,0.01655761,3801,6.9752114,3.60E-12,0.08,0.15,0.05,0.00003418,1,1.12E-11,1,0,11.4436975
1, znfasc ,961,zLE8_TOTALSCOREinv,,0.11,0.0157311,3917,6.9649779,3.80E-12,0.08,0.14,0.05,0.00003418,1,1.19E-11,1,0,11.4202164
1, zsdc4 ,1203,zLE8_TOTALSCOREinv,,0.11,0.01640871,3879,6.9568039,4.10E-12,0.08,0.15,0.05,0.00003418,1,1.26E-11,1,0,11.38721614
1, ztarbp2 ,1320,zLE8_TOTALSCOREinv,,0.12,0.01658423,3782,6.9365156,4.70E-12,0.08,0.15,0.05,0.00003418,1,1.46E-11,1,0,11.32790214
1, zpsmg3 ,1118,zLE8_TOTALSCOREinv,,0.11,0.01609003,3870,6.9294485,4.90E-12,0.08,0.14,0.05,0.00003418,1,1.52E-11,1,0,11.30980392
1, zuso1 ,1419,zLE8_TOTALSCOREinv,,0.11,0.01644384,3860,6.9150225,5.50E-12,0.08,0.15,0.05,0.00003418,1,1.68E-11,1,0,11.25963731
1, znid1 ,966,zLE8_TOTALSCOREinv,,0.11,0.01602132,3882,6.9120139,5.60E-12,0.08,0.14,0.05,0.00003418,1,1.71E-11,1,0,11.25181197
1, zgcg ,581,zLE8_TOTALSCOREinv,,0.11,0.01653819,3784,6.9079988,5.70E-12,0.08,0.15,0.05,0.00003418,1,1.77E-11,1,0,11.24412514
1, zwars ,1445,zLE8_TOTALSCOREinv,,0.11,0.01629405,3871,6.9027281,5.90E-12,0.08,0.14,0.05,0.00003418,1,1.82E-11,1,0,11.22914799
1, zntrk2 ,994,zLE8_TOTALSCOREinv,,0.11,0.01610974,3879,6.8769493,7.10E-12,0.08,0.14,0.05,0.00003418,1,2.17E-11,1,0,11.14874165
1, zcep85 ,277,zLE8_TOTALSCOREinv,,0.11,0.0165969,3784,6.8634993,7.80E-12,0.08,0.15,0.05,0.00003418,1,2.39E-11,1,0,11.1079054
1, zdnmbp ,435,zLE8_TOTALSCOREinv,,0.11,0.01646587,3851,6.8445525,8.90E-12,0.08,0.14,0.05,0.00003418,1,2.71E-11,1,0,11.05060999
1, zltbp2 ,855,zLE8_TOTALSCOREinv,,-0.1,0.01405956,3924,-6.808508,1.10E-11,-0.12,-0.07,0.05,0.00003418,1,3.46E-11,1,0,10.95860731
1, zchgb ,288,zLE8_TOTALSCOREinv,,-0.11,0.01612783,3904,-6.7992247,1.20E-11,-0.14,-0.08,0.05,0.00003418,1,3.68E-11,1,0,10.92081875
1, znfatc3 ,963,zLE8_TOTALSCOREinv,,0.11,0.01657272,3801,6.7936463,1.30E-11,0.08,0.15,0.05,0.00003418,1,3.83E-11,1,0,10.88605665
1, zak1 ,43,zLE8_TOTALSCOREinv,,0.11,0.01603619,3879,6.7801252,1.40E-11,0.08,0.14,0.05,0.00003418,1,4.18E-11,1,0,10.85387196
1, zpilra ,1053,zLE8_TOTALSCOREinv,,0.11,0.01612243,3871,6.7757813,1.40E-11,0.08,0.14,0.05,0.00003418,1,4.30E-11,1,0,10.85387196
1, zlgals8 ,829,zLE8_TOTALSCOREinv,,0.11,0.01631571,3915,6.771983,1.50E-11,0.08,0.14,0.05,0.00003418,1,4.39E-11,1,0,10.82390874
1, zccn2 ,196,zLE8_TOTALSCOREinv,,0.11,0.01642544,3867,6.7580989,1.60E-11,0.08,0.14,0.05,0.00003418,1,4.83E-11,1,0,10.79588002
1, zakt1s1 ,46,zLE8_TOTALSCOREinv,,0.11,0.01652527,3782,6.7567227,1.60E-11,0.08,0.14,0.05,0.00003418,1,4.88E-11,1,0,10.79588002
1, zceacam1 ,267,zLE8_TOTALSCOREinv,,0.11,0.01642535,3872,6.7495592,1.70E-11,0.08,0.14,0.05,0.00003418,1,5.10E-11,1,0,10.76955108
1, zhcls1 ,641,zLE8_TOTALSCOREinv,,0.11,0.01631908,3917,6.741379,1.80E-11,0.08,0.14,0.05,0.00003418,1,5.37E-11,1,0,10.74472749
1, zvcan ,1427,zLE8_TOTALSCOREinv,,-0.11,0.01607063,3915,-6.7366794,1.90E-11,-0.14,-0.08,0.05,0.00003418,1,5.53E-11,1,0,10.7212464
1, zslc39a14 ,1254,zLE8_TOTALSCOREinv,,-0.11,0.01656926,3782,-6.715847,2.10E-11,-0.14,-0.08,0.05,0.00003418,1,6.39E-11,1,0,10.67778071
1, zitgb6 ,770,zLE8_TOTALSCOREinv,,-0.1,0.01558056,3801,-6.7000086,2.40E-11,-0.13,-0.07,0.05,0.00003418,1,7.10E-11,1,0,10.61978876
1, ztnfrsf1b ,1378,zLE8_TOTALSCOREinv,,0.11,0.01600983,3871,6.6990796,2.40E-11,0.08,0.14,0.05,0.00003418,1,7.11E-11,1,0,10.61978876
1, zbank1 ,115,zLE8_TOTALSCOREinv,,0.11,0.01638324,3870,6.6930957,2.50E-11,0.08,0.14,0.05,0.00003418,1,7.39E-11,1,0,10.60205999
1, zdbi ,406,zLE8_TOTALSCOREinv,,0.11,0.01641914,3859,6.656995,3.20E-11,0.08,0.14,0.05,0.00003418,1,9.41E-11,1,0,10.49485002
1, zscg3 ,1195,zLE8_TOTALSCOREinv,,-0.11,0.01613396,3874,-6.6397777,3.60E-11,-0.14,-0.08,0.05,0.00003418,1,1.05E-10,1,0,10.4436975
1, zptprf ,1128,zLE8_TOTALSCOREinv,,0.1,0.01551693,3924,6.6274561,3.90E-11,0.07,0.13,0.05,0.00003418,1,1.14E-10,1,0,10.40893539
1, zlrrc25 ,849,zLE8_TOTALSCOREinv,,0.11,0.01626434,3860,6.6270804,3.90E-11,0.08,0.14,0.05,0.00003418,1,1.14E-10,1,0,10.40893539
1, zgal ,573,zLE8_TOTALSCOREinv,,-0.11,0.0160308,3886,-6.6059611,4.50E-11,-0.14,-0.07,0.05,0.00003418,1,1.31E-10,1,0,10.34678749
